Date,MMWR_week,Location,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus
2021-03-06,9,IN,1800802,0000,0000,1800469,1143176
2021-03-06,9,OH,3027215,0000,0000,3025914,1777875
2021-03-06,9,RP,8185,0000,0000,8185,2503
2021-03-06,9,MN,1627997,0000,0000,1627186,818477
2021-03-06,9,VT,184327,0000,0000,184196,90774
2021-03-06,9,NJ,2478696,0000,0000,2476012,1073026
2021-03-05,9,RI,300529,0000,0000,300397,147155
2021-03-05,9,DC,211736,0000,0000,211711,87400
2021-03-05,9,NV,773285,0000,0000,773063,403786
2021-03-05,9,TX,6591175,0000,0000,6568995,2910937
2021-03-05,9,LA,1179138,0000,0000,1178911,729050
2021-03-05,9,MT,312296,0000,0000,311970,166839
2021-03-05,9,AS,21625,0000,0000,21328,3481
2021-03-05,9,DD2,1065268,0000,0000,1064961,112435
2021-03-05,9,UT,796749,0000,0000,795900,324821
2021-03-05,9,MI,2555112,0000,0000,2554528,1382230
2021-03-05,9,RP,8185,0000,0000,8185,2503
2021-03-05,9,VT,179580,0000,0000,179449,86556
2021-03-05,9,VA,2342449,0000,0000,2340804,1041390
2021-03-05,9,NY,4864621,0000,0000,4862406,2161290
2021-03-05,9,WY,166712,0000,0000,166648,96490
2021-03-05,9,MA,2005708,0000,0000,2004222,894420
2021-03-05,9,NC,2680413,0000,0000,2678717,1736551
2021-03-05,9,PA,3169691,0000,0000,3167450,1513903
2021-03-05,9,IA,801113,0000,0000,800527,419738
2021-03-05,9,WV,574473,0000,0000,573955,321961
2021-03-05,9,FM,17098,0000,0000,17094,2018
2021-03-05,9,SD,304382,0000,0000,303992,159988
2021-03-05,9,AR,723756,0000,0000,723519,370749
2021-03-05,9,FL,5448653,0000,0000,5445056,4105421
2021-03-05,9,GA,2253011,0000,0000,2252420,1414922
2021-03-05,9,MN,1562547,0000,0000,1561759,773357
2021-03-05,9,LTC,7306425,0000,0000,0000,0000
2021-03-05,9,US,85008094,0000,0000,84936600,44675621
2021-03-05,9,CA,10071476,0000,0000,10065771,5289141
2021-03-05,9,KY,1162694,0000,0000,1162282,558445
2021-03-05,9,KS,683046,0000,0000,682509,333487
2021-03-05,9,TN,1540428,0000,0000,1540171,885602
2021-03-05,9,OR,1097974,0000,0000,1096527,404511
2021-03-05,9,VA2,2535768,0000,0000,2535748,1777627
2021-03-05,9,CT,1121517,0000,0000,1120342,642904
2021-03-05,9,MP,19905,0000,0000,19900,4119
2021-03-05,9,WA,2001032,0000,0000,1999915,1073117
2021-03-05,9,ND,255282,0000,0000,255034,133267
2021-03-05,9,ID,442491,0000,0000,442485,225105
2021-03-05,9,VI,22365,0000,0000,22330,9996
2021-03-05,9,DE,255036,0000,0000,254962,154068
2021-03-05,9,IL,3204414,0000,0000,3202223,1463238
2021-03-05,9,NJ,2403077,0000,0000,2400522,1037993
2021-03-05,9,NE,535213,0000,0000,534747,274880
2021-03-05,9,IH2,620761,0000,0000,617558,200759
2021-03-05,9,MH,12592,0000,0000,12584,1117
2021-03-05,9,GU,56407,0000,0000,56390,20258
2021-03-05,9,WI,1656753,0000,0000,1656037,963098
2021-03-05,9,OH,2918114,0000,0000,2916856,1697769
2021-03-05,9,MD,1548380,0000,0000,1547807,692962
2021-03-05,9,PR,596130,0000,0000,595956,234399
2021-03-05,9,AL,1064578,0000,0000,1064302,612652
2021-03-05,9,BP2,70129,0000,0000,70126,3509
2021-03-05,9,ME,382117,0000,0000,381951,213624
2021-03-05,9,MS,710560,0000,0000,710413,400215
2021-03-05,9,NH,358497,0000,0000,357884,175608
2021-03-05,9,AZ,2038623,0000,0000,2035634,1064175
2021-03-05,9,NM,765965,0000,0000,763722,306845
2021-03-05,9,MO,1504236,0000,0000,1503652,770677
2021-03-05,9,CO,1528864,0000,0000,1528287,845980
2021-03-05,9,IN,1748623,0000,0000,1748295,1112640
2021-03-05,9,SC,1232377,0000,0000,1231374,841540
2021-03-05,9,AK,281467,0000,0000,279988,110660
2021-03-05,9,HI,421996,0000,0000,421764,164555
2021-03-05,9,OK,1213040,0000,0000,1212206,690127
2021-03-04,9,MP,19580,0000,0000,19575,0000
2021-03-04,9,LTC,7262104,0000,0000,0000,0000
2021-03-04,9,UT,746392,0000,0000,745701,0000
2021-03-04,9,CA,9860209,0000,0000,9854715,0000
2021-03-04,9,DC,207421,0000,0000,207406,0000
2021-03-04,9,AL,1032171,0000,0000,1031902,0000
2021-03-04,9,MI,2476796,0000,0000,2476246,0000
2021-03-04,9,KS,661143,0000,0000,660632,0000
2021-03-04,9,MD,1497538,0000,0000,1496982,0000
2021-03-04,9,GU,56131,0000,0000,56114,0000
2021-03-04,9,GA,2187289,0000,0000,2186715,0000
2021-03-04,9,IH2,603339,0000,0000,600332,0000
2021-03-04,9,WY,163194,0000,0000,163135,0000
2021-03-04,9,AZ,1979929,0000,0000,1977081,0000
2021-03-04,9,IN,1697536,0000,0000,1697211,0000
2021-03-04,9,OH,2850454,0000,0000,2849216,0000
2021-03-04,9,MT,301007,0000,0000,300710,0000
2021-03-04,9,WA,1942877,0000,0000,1941843,0000
2021-03-04,9,TN,1492576,0000,0000,1492335,0000
2021-03-04,9,DE,246194,0000,0000,246120,0000
2021-03-04,9,NC,2661523,0000,0000,2659840,0000
2021-03-04,9,US,82572848,0000,0000,82504049,0000
2021-03-04,9,TX,6379094,0000,0000,6357722,0000
2021-03-04,9,ID,428196,0000,0000,428190,0000
2021-03-04,9,CT,1087313,0000,0000,1086154,0000
2021-03-04,9,HI,411264,0000,0000,411041,0000
2021-03-04,9,MN,1512877,0000,0000,1512110,0000
2021-03-04,9,NJ,2325257,0000,0000,2322811,0000
2021-03-04,9,NV,750160,0000,0000,749941,0000
2021-03-04,9,MA,1941018,0000,0000,1939598,0000
2021-03-04,9,NM,743904,0000,0000,741769,0000
2021-03-04,9,RI,290963,0000,0000,290831,0000
2021-03-04,9,VI,21615,0000,0000,21587,0000
2021-03-04,9,VT,175767,0000,0000,175637,0000
2021-03-04,9,IA,773314,0000,0000,772734,0000
2021-03-04,9,OK,1181414,0000,0000,1180656,0000
2021-03-04,9,DD2,1039783,0000,0000,1039495,0000
2021-03-04,9,NH,349825,0000,0000,349222,0000
2021-03-04,9,OR,1073041,0000,0000,1071615,0000
2021-03-04,9,AR,704368,0000,0000,704137,0000
2021-03-04,9,KY,1117369,0000,0000,1116990,0000
2021-03-04,9,SC,1202753,0000,0000,1201759,0000
2021-03-04,9,WV,553449,0000,0000,552941,0000
2021-03-04,9,MO,1458439,0000,0000,1457867,0000
2021-03-04,9,VA,2284452,0000,0000,2282857,0000
2021-03-04,9,RP,8185,0000,0000,8185,0000
2021-03-04,9,FM,16578,0000,0000,16574,0000
2021-03-04,9,IL,3107699,0000,0000,3105597,0000
2021-03-04,9,PA,3036398,0000,0000,3034236,0000
2021-03-04,9,VA2,2476015,0000,0000,2475996,0000
2021-03-04,9,ND,246289,0000,0000,246045,0000
2021-03-04,9,BP2,66375,0000,0000,66372,0000
2021-03-04,9,MH,12111,0000,0000,12103,0000
2021-03-04,9,AS,21625,0000,0000,21328,0000
2021-03-04,9,CO,1494910,0000,0000,1494346,0000
2021-03-04,9,FL,5314200,0000,0000,5310623,0000
2021-03-04,9,PR,595224,0000,0000,595050,0000
2021-03-04,9,WI,1596290,0000,0000,1595627,0000
2021-03-04,9,AK,276891,0000,0000,275468,0000
2021-03-04,9,NE,513497,0000,0000,513041,0000
2021-03-04,9,ME,334528,0000,0000,334368,0000
2021-03-04,9,SD,294765,0000,0000,294396,0000
2021-03-04,9,NY,4730809,0000,0000,4728748,0000
2021-03-04,9,LA,1139071,0000,0000,1138852,0000
2021-03-04,9,MS,685610,0000,0000,685474,0000
2021-03-03,9,LTC,7218655,0000,0000,0000,0000
2021-03-03,9,CA,9731169,0000,0000,9725777,0000
2021-03-03,9,IA,753860,0000,0000,753292,0000
2021-03-03,9,TX,6191550,0000,0000,6170740,0000
2021-03-03,9,CT,1061375,0000,0000,1060232,0000
2021-03-03,9,OK,1147833,0000,0000,1147145,0000
2021-03-03,9,HI,399195,0000,0000,398982,0000
2021-03-03,9,AL,1000031,0000,0000,999773,0000
2021-03-03,9,KY,1082228,0000,0000,1081862,0000
2021-03-03,9,NE,497106,0000,0000,496655,0000
2021-03-03,9,FL,5167346,0000,0000,5163817,0000
2021-03-03,9,RP,8185,0000,0000,8185,0000
2021-03-03,9,AS,21079,0000,0000,20797,0000
2021-03-03,9,RI,282767,0000,0000,282637,0000
2021-03-03,9,MS,665772,0000,0000,665645,0000
2021-03-03,9,VI,20149,0000,0000,20136,0000
2021-03-03,9,VA,2220648,0000,0000,2219104,0000
2021-03-03,9,FM,16189,0000,0000,16185,0000
2021-03-03,9,MD,1454494,0000,0000,1453969,0000
2021-03-03,9,ID,418956,0000,0000,418950,0000
2021-03-03,9,IN,1657664,0000,0000,1657346,0000
2021-03-03,9,ME,334449,0000,0000,334289,0000
2021-03-03,9,MN,1477533,0000,0000,1476778,0000
2021-03-03,9,GU,55435,0000,0000,55418,0000
2021-03-03,9,WI,1553270,0000,0000,1552633,0000
2021-03-03,9,NV,733953,0000,0000,733739,0000
2021-03-03,9,WV,541453,0000,0000,540950,0000
2021-03-03,9,OR,1050060,0000,0000,1048674,0000
2021-03-03,9,PR,568025,0000,0000,567856,0000
2021-03-03,9,UT,745913,0000,0000,745222,0000
2021-03-03,9,IL,3022385,0000,0000,3020330,0000
2021-03-03,9,CO,1462053,0000,0000,1461508,0000
2021-03-03,9,MI,2423899,0000,0000,2423372,0000
2021-03-03,9,NJ,2249861,0000,0000,2247525,0000
2021-03-03,9,MH,11351,0000,0000,11343,0000
2021-03-03,9,MT,291572,0000,0000,291288,0000
2021-03-03,9,VT,173179,0000,0000,173049,0000
2021-03-03,9,SD,287657,0000,0000,287301,0000
2021-03-03,9,DD2,1017839,0000,0000,1017561,0000
2021-03-03,9,OH,2790056,0000,0000,2788828,0000
2021-03-03,9,WA,1888198,0000,0000,1887202,0000
2021-03-03,9,PA,2948581,0000,0000,2946480,0000
2021-03-03,9,MA,1884139,0000,0000,1882829,0000
2021-03-03,9,MP,19225,0000,0000,19220,0000
2021-03-03,9,TN,1455498,0000,0000,1455266,0000
2021-03-03,9,NY,4607571,0000,0000,4605625,0000
2021-03-03,9,SC,1150199,0000,0000,1149214,0000
2021-03-03,9,US,80540474,0000,0000,80473688,0000
2021-03-03,9,MO,1415806,0000,0000,1415269,0000
2021-03-03,9,IH2,588253,0000,0000,585453,0000
2021-03-03,9,VA2,2420189,0000,0000,2420170,0000
2021-03-03,9,DC,202090,0000,0000,202076,0000
2021-03-03,9,NM,735930,0000,0000,733905,0000
2021-03-03,9,LA,1107626,0000,0000,1107412,0000
2021-03-03,9,BP2,62745,0000,0000,62742,0000
2021-03-03,9,GA,2133517,0000,0000,2132955,0000
2021-03-03,9,AR,687433,0000,0000,687208,0000
2021-03-03,9,NH,339484,0000,0000,338891,0000
2021-03-03,9,ND,241181,0000,0000,240940,0000
2021-03-03,9,DE,237669,0000,0000,237599,0000
2021-03-03,9,AZ,1930999,0000,0000,1928259,0000
2021-03-03,9,KS,644921,0000,0000,644414,0000
2021-03-03,9,NC,2606912,0000,0000,2605249,0000
2021-03-03,9,WY,162918,0000,0000,162859,0000
2021-03-03,9,AK,273350,0000,0000,271973,0000
2021-03-02,9,DD2,996120,0000,0000,995848,0000
2021-03-02,9,ND,238848,0000,0000,238607,0000
2021-03-02,9,MA,1837816,0000,0000,1836567,0000
2021-03-02,9,CO,1428854,0000,0000,1428318,0000
2021-03-02,9,MI,2389534,0000,0000,2389015,0000
2021-03-02,9,NY,4495821,0000,0000,4493966,0000
2021-03-02,9,NC,2545103,0000,0000,2543451,0000
2021-03-02,9,MD,1390370,0000,0000,1389886,0000
2021-03-02,9,PA,2886451,0000,0000,2884397,0000
2021-03-02,9,OK,1124662,0000,0000,1124025,0000
2021-03-02,9,US,78631601,0000,0000,78566692,0000
2021-03-02,9,VI,19736,0000,0000,19724,0000
2021-03-02,9,AR,670815,0000,0000,670598,0000
2021-03-02,9,MO,1384067,0000,0000,1383543,0000
2021-03-02,9,FL,5077891,0000,0000,5074389,0000
2021-03-02,9,VT,171557,0000,0000,171427,0000
2021-03-02,9,GU,55402,0000,0000,55385,0000
2021-03-02,9,HI,392771,0000,0000,392558,0000
2021-03-02,9,AK,269941,0000,0000,268601,0000
2021-03-02,9,MN,1443875,0000,0000,1443131,0000
2021-03-02,9,NM,721489,0000,0000,719497,0000
2021-03-02,9,WY,156776,0000,0000,156723,0000
2021-03-02,9,AL,972161,0000,0000,971908,0000
2021-03-02,9,LA,1084499,0000,0000,1084288,0000
2021-03-02,9,RP,8185,0000,0000,8185,0000
2021-03-02,9,MH,11351,0000,0000,11343,0000
2021-03-02,9,NH,330538,0000,0000,329959,0000
2021-03-02,9,MP,18894,0000,0000,18889,0000
2021-03-02,9,WV,536534,0000,0000,536031,0000
2021-03-02,9,NV,723182,0000,0000,722970,0000
2021-03-02,9,WA,1841160,0000,0000,1840188,0000
2021-03-02,9,NJ,2187330,0000,0000,2185097,0000
2021-03-02,9,IA,740713,0000,0000,740150,0000
2021-03-02,9,IH2,577710,0000,0000,575004,0000
2021-03-02,9,SC,1123049,0000,0000,1122073,0000
2021-03-02,9,NE,484888,0000,0000,484443,0000
2021-03-02,9,WI,1521200,0000,0000,1520575,0000
2021-03-02,9,KS,629548,0000,0000,629047,0000
2021-03-02,9,IL,2958947,0000,0000,2956942,0000
2021-03-02,9,PR,554694,0000,0000,554530,0000
2021-03-02,9,KY,1061236,0000,0000,1060885,0000
2021-03-02,9,VA2,2372611,0000,0000,2372592,0000
2021-03-02,9,GA,2085047,0000,0000,2084497,0000
2021-03-02,9,TX,5956629,0000,0000,5936465,0000
2021-03-02,9,BP2,61002,0000,0000,60999,0000
2021-03-02,9,DE,225417,0000,0000,225347,0000
2021-03-02,9,RI,275799,0000,0000,275670,0000
2021-03-02,9,SD,282575,0000,0000,282229,0000
2021-03-02,9,AZ,1889742,0000,0000,1887076,0000
2021-03-02,9,TN,1405604,0000,0000,1405378,0000
2021-03-02,9,ID,409641,0000,0000,409635,0000
2021-03-02,9,ME,334325,0000,0000,334165,0000
2021-03-02,9,OR,1038342,0000,0000,1036971,0000
2021-03-02,9,OH,2723208,0000,0000,2722005,0000
2021-03-02,9,CT,1040154,0000,0000,1039032,0000
2021-03-02,9,DC,199212,0000,0000,199199,0000
2021-03-02,9,LTC,7178616,0000,0000,0000,0000
2021-03-02,9,CA,9497125,0000,0000,9491922,0000
2021-03-02,9,UT,722301,0000,0000,721704,0000
2021-03-02,9,IN,1624577,0000,0000,1624265,0000
2021-03-02,9,MT,286163,0000,0000,285892,0000
2021-03-02,9,FM,15705,0000,0000,15701,0000
2021-03-02,9,MS,646440,0000,0000,646321,0000
2021-03-02,9,AS,21079,0000,0000,20797,0000
2021-03-02,9,VA,2171427,0000,0000,2169924,0000
2021-03-01,9,AK,268406,0000,0000,267067,0000
2021-03-01,9,AR,661572,0000,0000,661364,0000
2021-03-01,9,WA,1800030,0000,0000,1799073,0000
2021-03-01,9,KS,620939,0000,0000,620442,0000
2021-03-01,9,ND,238585,0000,0000,238344,0000
2021-03-01,9,GU,55255,0000,0000,55238,0000
2021-03-01,9,TN,1394659,0000,0000,1394437,0000
2021-03-01,9,NY,4355544,0000,0000,4353823,0000
2021-03-01,9,AS,20338,0000,0000,20071,0000
2021-03-01,9,NC,2525579,0000,0000,2523931,0000
2021-03-01,9,OK,1119049,0000,0000,1118423,0000
2021-03-01,9,KY,1046835,0000,0000,1046496,0000
2021-03-01,9,NM,711612,0000,0000,709884,0000
2021-03-01,9,IN,1615149,0000,0000,1614837,0000
2021-03-01,9,SD,282075,0000,0000,281733,0000
2021-03-01,9,WI,1500923,0000,0000,1500304,0000
2021-03-01,9,OR,1024055,0000,0000,1022690,0000
2021-03-01,9,NE,476315,0000,0000,475870,0000
2021-03-01,9,AL,948393,0000,0000,948146,0000
2021-03-01,9,NH,324806,0000,0000,324240,0000
2021-03-01,9,VA,2136926,0000,0000,2135454,0000
2021-03-01,9,IH2,569259,0000,0000,566734,0000
2021-03-01,9,MT,284679,0000,0000,284412,0000
2021-03-01,9,DE,225374,0000,0000,225304,0000
2021-03-01,9,RP,8185,0000,0000,8185,0000
2021-03-01,9,PR,554664,0000,0000,554500,0000
2021-03-01,9,IL,2906555,0000,0000,2904619,0000
2021-03-01,9,MI,2357259,0000,0000,2356744,0000
2021-03-01,9,VA2,2356446,0000,0000,2356427,0000
2021-03-01,9,WV,534053,0000,0000,533595,0000
2021-03-01,9,US,76899987,0000,0000,76839184,0000
2021-03-01,9,MS,637116,0000,0000,636998,0000
2021-03-01,9,NJ,2096498,0000,0000,2094448,0000
2021-03-01,9,MP,18583,0000,0000,18578,0000
2021-03-01,9,NV,715121,0000,0000,714917,0000
2021-03-01,9,CA,9106077,0000,0000,9101381,0000
2021-03-01,9,MD,1364145,0000,0000,1363674,0000
2021-03-01,9,VT,168050,0000,0000,167924,0000
2021-03-01,9,UT,688506,0000,0000,687935,0000
2021-03-01,9,WY,156741,0000,0000,156688,0000
2021-03-01,9,CT,1031305,0000,0000,1030188,0000
2021-03-01,9,SC,1116811,0000,0000,1115835,0000
2021-03-01,9,PA,2835338,0000,0000,2833383,0000
2021-03-01,9,DD2,995054,0000,0000,994783,0000
2021-03-01,9,OH,2660844,0000,0000,2659678,0000
2021-03-01,9,LTC,7154531,0000,0000,0000,0000
2021-03-01,9,TX,5572496,0000,0000,5554661,0000
2021-03-01,9,BP2,60283,0000,0000,60280,0000
2021-03-01,9,DC,198047,0000,0000,198034,0000
2021-03-01,9,LA,1076576,0000,0000,1076366,0000
2021-03-01,9,FM,15022,0000,0000,15018,0000
2021-03-01,9,ID,404250,0000,0000,404244,0000
2021-03-01,9,AZ,1849259,0000,0000,1846750,0000
2021-03-01,9,ME,334009,0000,0000,333849,0000
2021-03-01,9,HI,389644,0000,0000,389432,0000
2021-03-01,9,MN,1429631,0000,0000,1428889,0000
2021-03-01,9,MO,1375027,0000,0000,1374510,0000
2021-03-01,9,CO,1412910,0000,0000,1412387,0000
2021-03-01,9,FL,5047960,0000,0000,5044463,0000
2021-03-01,9,VI,19470,0000,0000,19458,0000
2021-03-01,9,RI,269512,0000,0000,269386,0000
2021-03-01,9,GA,2072628,0000,0000,2072084,0000
2021-03-01,9,MA,1803528,0000,0000,1802308,0000
2021-03-01,9,IA,734845,0000,0000,734291,0000
2021-03-01,9,MH,11197,0000,0000,11189,0000
2021-02-28,9,IL,2824209,0000,0000,2822361,0000
2021-02-28,9,CA,8821044,0000,0000,8816524,0000
2021-02-28,9,OK,1095362,0000,0000,1094785,0000
2021-02-28,9,WA,1729208,0000,0000,1728272,0000
2021-02-28,9,MH,11197,0000,0000,11189,0000
2021-02-28,9,AK,264741,0000,0000,263445,0000
2021-02-28,9,OH,2599806,0000,0000,2598663,0000
2021-02-28,9,OR,994403,0000,0000,993091,0000
2021-02-28,9,AL,942502,0000,0000,942261,0000
2021-02-28,9,FM,14715,0000,0000,14711,0000
2021-02-28,9,KS,609765,0000,0000,609272,0000
2021-02-28,9,HI,382798,0000,0000,382589,0000
2021-02-28,9,TX,5566612,0000,0000,5548777,0000
2021-02-28,9,UT,688505,0000,0000,687934,0000
2021-02-28,9,BP2,60283,0000,0000,60280,0000
2021-02-28,9,LTC,7112537,0000,0000,0000,0000
2021-02-28,9,MN,1393985,0000,0000,1393248,0000
2021-02-28,9,AZ,1792447,0000,0000,1790120,0000
2021-02-28,9,WV,532295,0000,0000,531837,0000
2021-02-28,9,FL,5044420,0000,0000,5040923,0000
2021-02-28,9,CO,1371577,0000,0000,1371092,0000
2021-02-28,9,IN,1590344,0000,0000,1590034,0000
2021-02-28,9,DE,219312,0000,0000,219244,0000
2021-02-28,9,VI,19369,0000,0000,19357,0000
2021-02-28,9,MT,281422,0000,0000,281160,0000
2021-02-28,9,CT,1004467,0000,0000,1003366,0000
2021-02-28,9,NJ,2065666,0000,0000,2063664,0000
2021-02-28,9,DC,194746,0000,0000,194733,0000
2021-02-28,9,NV,685692,0000,0000,685496,0000
2021-02-28,9,NY,4225250,0000,0000,4223631,0000
2021-02-28,9,NE,474439,0000,0000,473994,0000
2021-02-28,9,PA,2751844,0000,0000,2750020,0000
2021-02-28,9,AS,20338,0000,0000,20071,0000
2021-02-28,9,GA,2072451,0000,0000,2071907,0000
2021-02-28,9,MO,1279404,0000,0000,1278948,0000
2021-02-28,9,SC,1086550,0000,0000,1085583,0000
2021-02-28,9,ID,392370,0000,0000,392364,0000
2021-02-28,9,NH,321602,0000,0000,321037,0000
2021-02-28,9,TN,1359382,0000,0000,1359170,0000
2021-02-28,9,MS,619251,0000,0000,619141,0000
2021-02-28,9,RI,256755,0000,0000,256636,0000
2021-02-28,9,NC,2467755,0000,0000,2466128,0000
2021-02-28,9,WI,1470570,0000,0000,1469958,0000
2021-02-28,9,IA,713054,0000,0000,712511,0000
2021-02-28,9,RP,8185,0000,0000,8185,0000
2021-02-28,9,VT,162558,0000,0000,162435,0000
2021-02-28,9,IH2,553652,0000,0000,551259,0000
2021-02-28,9,ND,234209,0000,0000,233969,0000
2021-02-28,9,KY,1020045,0000,0000,1019730,0000
2021-02-28,9,US,75236003,0000,0000,75176640,0000
2021-02-28,9,MA,1735916,0000,0000,1734814,0000
2021-02-28,9,MD,1325977,0000,0000,1325536,0000
2021-02-28,9,VA2,2303674,0000,0000,2303655,0000
2021-02-28,9,ME,332999,0000,0000,332839,0000
2021-02-28,9,VA,2086194,0000,0000,2084773,0000
2021-02-28,9,DD2,992748,0000,0000,992477,0000
2021-02-28,9,NM,705538,0000,0000,703855,0000
2021-02-28,9,WY,156397,0000,0000,156344,0000
2021-02-28,9,LA,1056975,0000,0000,1056776,0000
2021-02-28,9,AR,649311,0000,0000,649103,0000
2021-02-28,9,MI,2318415,0000,0000,2317907,0000
2021-02-28,9,SD,278285,0000,0000,277947,0000
2021-02-28,9,PR,549615,0000,0000,549457,0000
2021-02-28,9,MP,18363,0000,0000,18358,0000
2021-02-28,9,GU,55213,0000,0000,55196,0000
2021-02-27,8,IL,2735250,0000,0000,2733455,0000
2021-02-27,8,KS,583498,0000,0000,583015,0000
2021-02-27,8,ND,225330,0000,0000,225095,0000
2021-02-27,8,OR,960674,0000,0000,959409,0000
2021-02-27,8,LTC,7043540,0000,0000,0000,0000
2021-02-27,8,WI,1421435,0000,0000,1420859,0000
2021-02-27,8,AZ,1728239,0000,0000,1726138,0000
2021-02-27,8,MO,1278087,0000,0000,1277633,0000
2021-02-27,8,NH,310769,0000,0000,310216,0000
2021-02-27,8,TN,1301529,0000,0000,1301337,0000
2021-02-27,8,HI,370746,0000,0000,370541,0000
2021-02-27,8,PR,538085,0000,0000,537927,0000
2021-02-27,8,GU,54244,0000,0000,54227,0000
2021-02-27,8,NJ,2008524,0000,0000,2006593,0000
2021-02-27,8,NM,678087,0000,0000,676514,0000
2021-02-27,8,OH,2501854,0000,0000,2500741,0000
2021-02-27,8,GA,2070076,0000,0000,2069532,0000
2021-02-27,8,LA,1019381,0000,0000,1019202,0000
2021-02-27,8,NV,665577,0000,0000,665388,0000
2021-02-27,8,MS,593453,0000,0000,593346,0000
2021-02-27,8,NE,443974,0000,0000,443539,0000
2021-02-27,8,WV,526059,0000,0000,525604,0000
2021-02-27,8,AL,931090,0000,0000,930853,0000
2021-02-27,8,AR,622665,0000,0000,622462,0000
2021-02-27,8,MD,1280675,0000,0000,1280251,0000
2021-02-27,8,IA,684596,0000,0000,684062,0000
2021-02-27,8,OK,1046995,0000,0000,1046496,0000
2021-02-27,8,AS,20338,0000,0000,20071,0000
2021-02-27,8,UT,687876,0000,0000,687305,0000
2021-02-27,8,WA,1666839,0000,0000,1665967,0000
2021-02-27,8,VI,19118,0000,0000,19106,0000
2021-02-27,8,DC,184748,0000,0000,184736,0000
2021-02-27,8,MN,1322288,0000,0000,1321570,0000
2021-02-27,8,RI,245606,0000,0000,245489,0000
2021-02-27,8,ME,332358,0000,0000,332198,0000
2021-02-27,8,FM,14317,0000,0000,14313,0000
2021-02-27,8,MA,1684341,0000,0000,1683279,0000
2021-02-27,8,CA,8566470,0000,0000,8562171,0000
2021-02-27,8,CT,980211,0000,0000,979126,0000
2021-02-27,8,SC,1057969,0000,0000,1057016,0000
2021-02-27,8,VA2,2238548,0000,0000,2238531,0000
2021-02-27,8,TX,5394961,0000,0000,5377692,0000
2021-02-27,8,SD,269289,0000,0000,268979,0000
2021-02-27,8,DD2,957910,0000,0000,957657,0000
2021-02-27,8,VT,156929,0000,0000,156807,0000
2021-02-27,8,WY,151584,0000,0000,151536,0000
2021-02-27,8,VA,2002734,0000,0000,2001372,0000
2021-02-27,8,MH,10745,0000,0000,10737,0000
2021-02-27,8,BP2,59234,0000,0000,59231,0000
2021-02-27,8,NC,2366027,0000,0000,2364430,0000
2021-02-27,8,ID,378401,0000,0000,378398,0000
2021-02-27,8,US,72806180,0000,0000,72749016,0000
2021-02-27,8,RP,8143,0000,0000,8143,0000
2021-02-27,8,CO,1324715,0000,0000,1324251,0000
2021-02-27,8,IH2,537180,0000,0000,535024,0000
2021-02-27,8,NY,4060431,0000,0000,4058940,0000
2021-02-27,8,MI,2245696,0000,0000,2245201,0000
2021-02-27,8,PA,2676006,0000,0000,2674231,0000
2021-02-27,8,FL,4822353,0000,0000,4818899,0000
2021-02-27,8,MT,271075,0000,0000,270818,0000
2021-02-27,8,IN,1551945,0000,0000,1551639,0000
2021-02-27,8,KY,980727,0000,0000,980427,0000
2021-02-27,8,AK,259538,0000,0000,258312,0000
2021-02-27,8,DE,212739,0000,0000,212671,0000
2021-02-27,8,MP,18121,0000,0000,18116,0000
2021-02-26,8,FM,13819,0000,0000,13815,0000
2021-02-26,8,GU,52701,0000,0000,52684,0000
2021-02-26,8,IN,1505040,0000,0000,1504742,0000
2021-02-26,8,WA,1609190,0000,0000,1608348,0000
2021-02-26,8,FL,4704530,0000,0000,4701100,0000
2021-02-26,8,ND,212625,0000,0000,212404,0000
2021-02-26,8,ME,305477,0000,0000,305326,0000
2021-02-26,8,MI,2165950,0000,0000,2165470,0000
2021-02-26,8,TX,5273077,0000,0000,5256095,0000
2021-02-26,8,SC,1025316,0000,0000,1024382,0000
2021-02-26,8,BP2,57396,0000,0000,57393,0000
2021-02-26,8,GA,2013769,0000,0000,2013236,0000
2021-02-26,8,IA,654074,0000,0000,653549,0000
2021-02-26,8,PA,2562627,0000,0000,2560918,0000
2021-02-26,8,PR,536377,0000,0000,536219,0000
2021-02-26,8,VA,1922788,0000,0000,1921481,0000
2021-02-26,8,CO,1323183,0000,0000,1322719,0000
2021-02-26,8,AZ,1671294,0000,0000,1669244,0000
2021-02-26,8,MD,1239644,0000,0000,1239241,0000
2021-02-26,8,MS,567276,0000,0000,567172,0000
2021-02-26,8,WI,1359943,0000,0000,1359395,0000
2021-02-26,8,MA,1625459,0000,0000,1624455,0000
2021-02-26,8,LA,978234,0000,0000,978069,0000
2021-02-26,8,NH,299874,0000,0000,299334,0000
2021-02-26,8,NM,657118,0000,0000,655621,0000
2021-02-26,8,DD2,928797,0000,0000,928551,0000
2021-02-26,8,WV,501913,0000,0000,501465,0000
2021-02-26,8,OK,1006064,0000,0000,1005607,0000
2021-02-26,8,RP,8143,0000,0000,8143,0000
2021-02-26,8,OH,2413164,0000,0000,2412086,0000
2021-02-26,8,VA2,2118065,0000,0000,2118048,0000
2021-02-26,8,IL,2639826,0000,0000,2638086,0000
2021-02-26,8,LTC,6933071,0000,0000,0000,0000
2021-02-26,8,AS,20336,0000,0000,20069,0000
2021-02-26,8,VI,18684,0000,0000,18672,0000
